title,content,date,status,locale,urltitle,url,comment_status,ptyp_ID,pst_ID,tags,priority,excerpt,views,datedeadline,featured,order,titletag,double1,double2,double3,double4,double5,varchar1,varchar2,varchar3
"Destination Le Pas de Calais, Terre de mémoire"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_olhain_sejour.jpg' width='715' height='395' alt='' /><br /><br />L'éthic étapes du Parc d'Olhain vous propose un séjour découverte des richesses du Pas de Calais, territoire de culture et de mémoire. Au programme, le musée du Louvre Lens, le Bassin Minier récemment classé au patrimoine mondial de l'UNESCO, la visite de grands sites de mémoire de la 1ère guerre mondiale.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/le_pas_de_calais_terre_de_memoire_et_de_culture_-_sejour_autocariste.27.194.html'>ce séjour historique</a>",2013-05-21,published,en_US,886-destination-le-pas-de-calais-terre-de-mmoire,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_olhain_sejour.jpg' width='715' height='395' alt='' /><br /><br />L'éthic étapes du Parc d'Olhain vous propose un séjour découverte des richesses du Pas de Calais, territoire de culture et de mémoire. Au programme, le musée du Louvre Lens, le Bassin Minier récemment classé au patrimoine mondial de l'UNESCO, la visite de grands sites de mémoire de la 1ère guerre mondiale.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/le_pas_de_calais_terre_de_memoire_et_de_culture_-_sejour_autocariste.27.194.html'>ce séjour historique</a>",0,,0,,,,,,,,,,
"Destination Evian les Bains"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_evian.jpg' width='715' height='392' alt='' /><br /><br />Surplombant la ville et le lac Léman, l'éthic étapes Côté Lac d'Evian est le point de départ de nombreuses activités: bien-être et remise en forme dans le centre thermal de la ville, balades et randonnées à pied ou VTT dans les Alpes, découverte de Lausanne et son musée olympique, activités nautiques sur le lac...<br /><br />Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/evian_les_bains_cote_lac.77.25.html'>l'éthic étapes d'Evian</a><br />",2013-05-17,published,en_US,884-destination-evian-les-bains,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_evian.jpg' width='715' height='392' alt='' /><br /><br />Surplombant la ville et le lac Léman, l'éthic étapes Côté Lac d'Evian est le point de départ de nombreuses activités: bien-être et remise en forme dans le centre thermal de la ville, balades et randonnées à pied ou VTT dans les Alpes, découverte de Lausanne et son musée olympique, activités nautiques sur le lac...<br /><br />Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/evian_les_bains_cote_lac.77.25.html'>l'éthic étapes d'Evian</a><br />",0,,0,,,,,,,,,,
"Augustodunum, Jules César"," Marchant sur les hauteurs de Bibracte, capitale des Eduens, Jules César dicte sa « Guerre des Gaules »&hellip; Fatigué, il s&rsquo;endort. Des flash de sa vie hantent sa nuit : rendez-vous avec Cléopâtre en Egypte, jeux de Rome avec une incroyable course de chars et des combats de gladiateurs, sa conquête de la Gaule et bien d&rsquo;autres surprises. Brutus  interrompt brusquement la carrière de son père. Les empereurs romains se succédent, à l'image de l&rsquo;empereur Auguste qui donne vie à une ville nouvelle : celle d&rsquo;Augustodunum, l'antique Autun. Un grand feu d&rsquo;artifice clôt cette nuit historique et féérique.<br /><br />Spectacle pyrotechnique à 22h00 au théatre romain d'Autun les 24, 26, 27 et 31 juillet et les 2 et 3 août 2013.<br />Prix d'entrée : de 6 &euro; à 17 &euro;.<br />Renseignements et réservations : Office de Tourisme d'Autun - 13, rue du Général Demetz - 71400 AUTUN - 03 85 86 80 38 - welcome@autun-tourisme.com<br />",2013-05-14,published,en_US,910-augustodunum-jules-csar,,open,1,,,3,"Marchant sur les hauteurs de Bibracte, capitale des Eduens, Jules César dicte sa « Guerre des Gaules »&hellip; Fatigué, il s&rsquo;endort. Des flash de sa vie hantent sa nuit : rendez-vous avec Cléopâtre en Egypte, jeux de Rome avec une incroyable course de chars et des combats de gladiateurs, sa conquête de la Gaule et bien d&rsquo;autres surprises. Brutus  interrompt brusquement la carrière de son père. Les empereurs romains se succédent, à l'image de l&rsquo;empereur Auguste qui donne vie à une ville nouvelle : celle d&rsquo;Augustodunum, l'antique Autun. Un grand feu d&rsquo;artifice clôt cette nuit historique et féérique.<br /><br />Spectacle pyrotechnique à 22h00 au théatre romain d'Autun les 24, 26, 27 et 31 juillet et les 2 et 3 août 2013.<br />Prix d'entrée : de 6 &euro; à 17 &euro;.<br />Renseignements et réservations : Office de Tourisme d'Autun - 13, rue du Général Demetz - 71400 AUTUN - 03 85 86 80 38 - welcome@autun-tourisme.com<br />",0,,0,,,,,,,,,,
"Révélation d'Autun : le grand portail de la cathédrale d'Autun"," <br />Partez en voyage au c&oelig;ur du tympan de la cathédrale d&rsquo;Autun ! Un film en relief 3D, explore le tympan de manière totalement inédite et conduit le spectateur au plus près de la sculpture du XIIe siècle. Un parcours pédagogique et poétique inégalé dans l&rsquo;&oelig;uvre de Gislebertus. Cette approche qui allie technologie de pointe et de rigueur archéologique examine le tympan sous différentes approches : historiques, architecturales, iconographiques&hellip;<br /><br />Horaires :<br />- Du 1er avril au 30 septembre : 9h30-12h / 13h30-18h<br />- Du 1er octobre au 14 décembre et du 2 au 31 mars : 10h-12h / 14h-17h (le dimanche 14h30-17h)<br />- Fermeture les mardis, les jours fériés, du 15 décembre au 1er mars inclus<br /><br />Lieu : Musée Rolin - Autun<br />Tarif : 5,15 &euro; <br />Renseignements : 03 85 86 80 38 / www.autun-art-et-histoire.com<br />",2013-05-14,published,en_US,914-rvlation-d-autun-:-le-grand-portail-de-la-cathdrale-d-autun,,open,1,,,3,"<br />Partez en voyage au c&oelig;ur du tympan de la cathédrale d&rsquo;Autun ! Un film en relief 3D, explore le tympan de manière totalement inédite et conduit le spectateur au plus près de la sculpture du XIIe siècle. Un parcours pédagogique et poétique inégalé dans l&rsquo;&oelig;uvre de Gislebertus. Cette approche qui allie technologie de pointe et de rigueur archéologique examine le tympan sous différentes approches : historiques, architecturales, iconographiques&hellip;<br /><br />Horaires :<br />- Du 1er avril au 30 septembre : 9h30-12h / 13h30-18h<br />- Du 1er octobre au 14 décembre et du 2 au 31 mars : 10h-12h / 14h-17h (le dimanche 14h30-17h)<br />- Fermeture les mardis, les jours fériés, du 15 décembre au 1er mars inclus<br /><br />Lieu : Musée Rolin - Autun<br />Tarif : 5,15 &euro; <br />Renseignements : 03 85 86 80 38 / www.autun-art-et-histoire.com<br />",0,,0,,,,,,,,,,
"Les Journées romaines"," <br />Autun redevient Augustodunum et vous offre une plongée dans le quotidien de la cité antique. Partez à la découverte de la ville. Petits et grands découvriront la civilisation gallo-romaine dans toutes sa diversité. Une approche ludique et didactique alliant pédagogie et culture.<br />Au programme : ateliers interactifs (musique, cuisine, vêtements, monnaies&hellip;), spectacles pédagogiques (cérémonie impériale, man&oelig;uvres et défilés de l&rsquo;armée romaines, combats de gladiateurs, musique&hellip;), démonstration d&rsquo;artisanat (reconstitution d&rsquo;un four de potier et cuisson de céramiques).<br /><br />Date : 3 et 4 août 2013<br />Horaires : 10h30 &ndash; 18h<br />Lieu : Promenade des Marbres - Autun<br />Tarif : accès libre<br />Renseignements : 03 85 86 80 38<br />",2013-05-14,published,en_US,918-les-journes-romaines,,open,1,,,3,"<br />Autun redevient Augustodunum et vous offre une plongée dans le quotidien de la cité antique. Partez à la découverte de la ville. Petits et grands découvriront la civilisation gallo-romaine dans toutes sa diversité. Une approche ludique et didactique alliant pédagogie et culture.<br />Au programme : ateliers interactifs (musique, cuisine, vêtements, monnaies&hellip;), spectacles pédagogiques (cérémonie impériale, man&oelig;uvres et défilés de l&rsquo;armée romaines, combats de gladiateurs, musique&hellip;), démonstration d&rsquo;artisanat (reconstitution d&rsquo;un four de potier et cuisson de céramiques).<br /><br />Date : 3 et 4 août 2013<br />Horaires : 10h30 &ndash; 18h<br />Lieu : Promenade des Marbres - Autun<br />Tarif : accès libre<br />Renseignements : 03 85 86 80 38<br />",0,,0,,,,,,,,,,
"Pourquoi 'éthic étapes' ?"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/home_generique.jpg' alt='' /><br /><br />Cette question, beaucoup de ceux qui ne nous connaissent pas bien nous la posent !<br /><br />Ethic étapes, c'est d'abord l'ambition, sinon la promesse, d'un autre tourisme, ouvert aux autres et aux territoires. C'est aussi l'affirmation des valeurs fortes que les éthic étapes ne demandent qu'à partager.<br /><br />Ces valeurs, quelles sont elles ? En quelques mots : rencontre, non lucrativité, brassage et mixité, citoyenneté constituent les valeurs que les éthic étapes s'engagent à décliner au quotidien : fonctionnement associatif, existence d'espaces de rencontres et d'animation, accessibilité tarifaire et physique des équipements, gestion environnementale des bâtiments, recours à d'autres acteurs de l'économie sociale sont autant d'actions vécues dans les éthic étapes.<br />Bien évidemment le terme éthic nous amène sans cesse à nous remettre en question et à parfaire nos pratiques jour après jour. Pour cela, les remarques des usagers des éthic étapes constituent un apport incontournable. Alors, n'hésitez pas à nous laisser vos avis et commentaires, nous en tiendrons compte.<br /><br />",2013-05-12,published,en_US,224-pourquoi-thic-tapes-,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/home_generique.jpg' alt='' /><br /><br />Cette question, beaucoup de ceux qui ne nous connaissent pas bien nous la posent !<br /><br />Ethic étapes, c'est d'abord l'ambition, sinon la promesse, d'un autre tourisme, ouvert aux autres et aux territoires. C'est aussi l'affirmation des valeurs fortes que les éthic étapes ne demandent qu'à partager.<br /><br />Ces valeurs, quelles sont elles ? En quelques mots : rencontre, non lucrativité, brassage et mixité, citoyenneté constituent les valeurs que les éthic étapes s'engagent à décliner au quotidien : fonctionnement associatif, existence d'espaces de rencontres et d'animation, accessibilité tarifaire et physique des équipements, gestion environnementale des bâtiments, recours à d'autres acteurs de l'économie sociale sont autant d'actions vécues dans les éthic étapes.<br />Bien évidemment le terme éthic nous amène sans cesse à nous remettre en question et à parfaire nos pratiques jour après jour. Pour cela, les remarques des usagers des éthic étapes constituent un apport incontournable. Alors, n'hésitez pas à nous laisser vos avis et commentaires, nous en tiendrons compte.<br /><br />",0,,0,,,,,,,,,,
"Strasbourg, capitale européenne"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_classe_europe_strasbourg.jpg' width='715' height='392' alt='' /><br /><br />Aujourd'hui, c'est la Journée de l'Europe, alors intéressons nous à Strasbourg, la capitale européenne par excellence. La ville accueille plus de vingt institutions différentes.<br /><br />> Plus d'infos sur le séjour<a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/strasbourg_l_europeenne.27.18.html'> 'Strasbourg l'Européenne'</a>, le séjour proposé par l'éthic étapes Ciarus",2013-05-09,published,en_US,882-strasbourg-capitale-europenne,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_classe_europe_strasbourg.jpg' width='715' height='392' alt='' /><br /><br />Aujourd'hui, c'est la Journée de l'Europe, alors intéressons nous à Strasbourg, la capitale européenne par excellence. La ville accueille plus de vingt institutions différentes.<br /><br />> Plus d'infos sur le séjour<a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/strasbourg_l_europeenne.27.18.html'> 'Strasbourg l'Européenne'</a>, le séjour proposé par l'éthic étapes Ciarus",0,,0,,,,,,,,,,
"Les 25 ans de l'Armada de Rouen","<img width='' style='display: block; float: left; margin: 10px;' src='/images/upload/portfolio_img/geneimage.jpg' /> Armada 2013 : du 06 au 16 juin 2013<br /><br />Pour la 6ème édition de l'Armada, les plus prestigieux comme les plus grands bateaux du monde seront de retour dans la ville de Rouen qui deviendra ainsi, pendant une semaine, la capitale universelle de la marine à voile.<br />Une vingtaine de voiliers civils, une dizaine de voiliers d'Etat et autant de bâtiments de guerre se sont en effet donné rendez-vous dans le port de Rouen du 06 au 16 juin 2013 pour vous offrir un show des plus féériques, totalement gratuit. <br />Parmi ces cathédrales des mers, vous pourrez admirer le Belem, le Dar Mlodziezy, le Kaliakra, l'Artemis ou encore le Guilden Lex, l'Etoile de France et l'Hermione, sans compter en exclusivité : le Kruzenstern, long de 114 mètres - plus grand voilier traditionnel encore en activité - qui ne quittera Rouen pour regagner la Russie qu'aux alentours du 20 juin. <br />Au-delà d'approcher et monter à bord des vieux gréements amarrés tout au long des quais, vous participerez à de nombreuses animations dont vous conserverez d'inoubliables souvenirs : défilé des équipages, messe des marins, feux d'artifice ne manqueront pas de vous faire rêver d'aventures lointaines et voyages au long cours.<br />Enfin pour clore les festivités, les voiliers descendront la Seine en une immense parade longue de trente kilomètres pour rejoindre la mer.",2013-05-06,published,en_US,768-les-25-ans-de-l-armada-de-rouen,,open,1,,,3,"Armada 2013 : du 06 au 16 juin 2013<br /><br />Pour la 6ème édition de l'Armada, les plus prestigieux comme les plus grands bateaux du monde seront de retour dans la ville de Rouen qui deviendra ainsi, pendant une semaine, la capitale universelle de la marine à voile.<br />Une vingtaine de voiliers civils, une dizaine de voiliers d'Etat et autant de bâtiments de guerre se sont en effet donné rendez-vous dans le port de Rouen du 06 au 16 juin 2013 pour vous offrir un show des plus féériques, totalement gratuit. <br />Parmi ces cathédrales des mers, vous pourrez admirer le Belem, le Dar Mlodziezy, le Kaliakra, l'Artemis ou encore le Guilden Lex, l'Etoile de France et l'Hermione, sans compter en exclusivité : le Kruzenstern, long de 114 mètres - plus grand voilier traditionnel encore en activité - qui ne quittera Rouen pour regagner la Russie qu'aux alentours du 20 juin. <br />Au-delà d'approcher et monter à bord des vieux gréements amarrés tout au long des quais, vous participerez à de nombreuses animations dont vous conserverez d'inoubliables souvenirs : défilé des équipages, messe des marins, feux d'artifice ne manqueront pas de vous faire rêver d'aventures lointaines et voyages au long cours.<br />Enfin pour clore les festivités, les voiliers descendront la Seine en une immense parade longue de trente kilomètres pour rejoindre la mer.",0,,0,,,,,,,,,,
"Séjour nautique à Quiberon"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_quiberon.jpg' width='715' height='392' alt='' /><br /><br />Sur la presqu'île de Quiberon, dans un cadre exceptionnel : 6 hectares de terrain clos longé par 400 mètres de plage de sable fin, le Domaine de la Presqu'île accueille vos classes de mer et séjours de vacances. D'un côté la dune de l'autre la baie et l'Océan. Idéal pour découvrir le milieu marin ou vous initier aux plaisirs du nautisme.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/saint_pierre-quiberon_domaine_de_la_presqu_ile.77.1391.html'>l'éthic étapes de Quiberon</a><br  />",2013-04-28,published,en_US,878-sjour-nautique-quiberon,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_quiberon.jpg' width='715' height='392' alt='' /><br /><br />Sur la presqu'île de Quiberon, dans un cadre exceptionnel : 6 hectares de terrain clos longé par 400 mètres de plage de sable fin, le Domaine de la Presqu'île accueille vos classes de mer et séjours de vacances. D'un côté la dune de l'autre la baie et l'Océan. Idéal pour découvrir le milieu marin ou vous initier aux plaisirs du nautisme.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/saint_pierre-quiberon_domaine_de_la_presqu_ile.77.1391.html'>l'éthic étapes de Quiberon</a><br  />",0,,0,,,,,,,,,,
"Destination Concarneau"," <img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_concarneau2.jpg' width='715' height='392' alt='' /><br /><br />Face au large et à l'archipel des Glénans, l'éthic étapes de Concarneau est tout proche de la ville fortifiée et du port de pêche. Il vous accueille dans un ancien abri de marin pour des séjours détente orientés vers le monde maritime et la Bretagne. De chaque coin et recoin du centre, tous vos sens sont conquis par l'océan !<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/concarneau_concarneau.77.34.html'>l'éthic étapes de Concarneau</a><br  />",2013-04-25,published,en_US,876-destination-concarneau,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_concarneau2.jpg' width='715' height='392' alt='' /><br /><br />Face au large et à l'archipel des Glénans, l'éthic étapes de Concarneau est tout proche de la ville fortifiée et du port de pêche. Il vous accueille dans un ancien abri de marin pour des séjours détente orientés vers le monde maritime et la Bretagne. De chaque coin et recoin du centre, tous vos sens sont conquis par l'océan !<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/les-destinations/concarneau_concarneau.77.34.html'>l'éthic étapes de Concarneau</a><br  />",0,,0,,,,,,,,,,
"Le pays basque dans toute sa splendeur !"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_libarrenx.jpg' alt='' /></div><br />
<br /><br />
Le Château de Libarrenx, en pays de Soule, vous accueille dans un espace d'une qualité unique. Idéal pour vos séjours éducatifs, stages de formation, stages sportifs et séminaires, vous aurez la possibilité de pratiquer les sports de montagne, de découvrir une faune et une flore riche mais aussi ce qui fait la culture basque : son Histoire, sa pelote, sa gastronomie.<br /><br />
<br /><br />
<a href='http://www.ethic-etapes.fr/les-destinations/mauleon-soule_chateau_de_libarrenx.77.1393.html' target='_blank'>> Plus d'infos sur l'éthic étapes de mauléon Soule</a><br  />",2013-04-21,published,en_US,850-le-pays-basque-dans-toute-sa-splendeur-!,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_libarrenx.jpg' alt='' /></div><br />
<br /><br />
Le Château de Libarrenx, en pays de Soule, vous accueille dans un espace d'une qualité unique. Idéal pour vos séjours éducatifs, stages de formation, stages sportifs et séminaires, vous aurez la possibilité de pratiquer les sports de montagne, de découvrir une faune et une flore riche mais aussi ce qui fait la culture basque : son Histoire, sa pelote, sa gastronomie.<br /><br />
<br /><br />
<a href='http://www.ethic-etapes.fr/les-destinations/mauleon-soule_chateau_de_libarrenx.77.1393.html' target='_blank'>> Plus d'infos sur l'éthic étapes de mauléon Soule</a><br  />",0,,0,,,,,,,,,,
"Neuwiller, venez vivre la vie en vert !"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_home_neuwiller.jpg' alt='' /></div><br />Point de départ de nombreuses randonnées, l'éthic étapes centre international de séjours de Neuwiller-lès-Saverne fait rimer pédagogie avec nature ! Pour en profiter il n'y a qu'une porte à pousser ! Éthic étapes la Vie en Vert accueille petits et grands explorateurs en herbe au Château dans le plus pur esprit neuwillerois.<br /><a href='http://www.ethic-etapes.fr/les-destinations/neuwiller_les_saverne_la_vie_en_vert.77.1358.html' target='_blank'><br />> Plus d'infos sur l'éthic étapes de Neuwiller Les saverne</a><br  />",2013-04-17,published,en_US,848-neuwiller-venez-vivre-la-vie-en-vert-!,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_home_neuwiller.jpg' alt='' /></div><br />Point de départ de nombreuses randonnées, l'éthic étapes centre international de séjours de Neuwiller-lès-Saverne fait rimer pédagogie avec nature ! Pour en profiter il n'y a qu'une porte à pousser ! Éthic étapes la Vie en Vert accueille petits et grands explorateurs en herbe au Château dans le plus pur esprit neuwillerois.<br /><a href='http://www.ethic-etapes.fr/les-destinations/neuwiller_les_saverne_la_vie_en_vert.77.1358.html' target='_blank'><br />> Plus d'infos sur l'éthic étapes de Neuwiller Les saverne</a><br  />",0,,0,,,,,,,,,,
"Autun, 2000 ans d'histoires à découvrir !"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_autun_2.jpg' width='715' height='462' alt='' /></div><br />Situé à Autun, Ville d'Art et d'Histoire, au coeur de la Bourgogne et aux portes du Parc Naturel Régional du Morvan, l'espace Saint Ex est le lieu idéal pour vos séjours en groupes, particulièrement adapté pour vos classes patrimoine, rencontres sportives ou culturelles. Une équipe dynamique vous accueille tout au long de l'année avec professionnalisme et convivialité.<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/autun_espace_saint_ex.77.1378.html' target='_blank'>> Plus d'infos sur l'éthic étapes d'Autun</a><br  />",2013-04-12,published,en_US,846-autun-2000-ans-d-histoires-dcouvrir-!,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_autun_2.jpg' width='715' height='462' alt='' /></div><br />Situé à Autun, Ville d'Art et d'Histoire, au coeur de la Bourgogne et aux portes du Parc Naturel Régional du Morvan, l'espace Saint Ex est le lieu idéal pour vos séjours en groupes, particulièrement adapté pour vos classes patrimoine, rencontres sportives ou culturelles. Une équipe dynamique vous accueille tout au long de l'année avec professionnalisme et convivialité.<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/autun_espace_saint_ex.77.1378.html' target='_blank'>> Plus d'infos sur l'éthic étapes d'Autun</a><br  />",0,,0,,,,,,,,,,
"Bravo à l'éthic étapes d'Aubervilliers, notre 7ème centre écolabellisé"," <em><br /> Bravo à toute l'équipe d'Aubervilliers ! L'éthic étapes Eugène Hénaff vient de décrocher l'Ecolabel Européen dans la catégorie services et hébergement touristique. Il est le 7ème centre du réseau à obtenir cette certification délivrée par l'AFNOR.</em><br /> <br /> <br /> <img src='http://www.ethic-etapes.fr/images/upload/fck/rhea_avec_ecolabel.jpg' width='140' height='100' align='right' alt='' />L'Ecolabel Européen récompense les efforts de l'équipe du centre pour mettre en place une gestion de l'environnement exemplaire. Ce dernier valide non seulement une gestion respectueuse de l'environnement en matière de consommation d'eau, d'énergies et de production de déchets mais implique également la formation des salariés et la sensibilisation de tous les hôtes. <br /> <br /> <br /> Alors venez vite rencontrer notre mascotte Rhéa et soutenir notre démarche durable tout en profitant d'un hébergement confortable aux portes de Paris !<br /> <br /> <br /> <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/frise_aubervilliers.jpg' width='600' height='120' alt='' /></div> <br /> > <a href='http://www.ethic-etapes.fr/les-destinations/aubervilliers_eugene_henaff.77.79.html'>Plus d'infos sur l'éthic étapes d'Aubervilliers</a><br  />",2013-04-11,published,en_US,890-bravo-l-thic-tapes-d-aubervilliers-notre-7me-centre-colabellis,,open,1,,,3,"<em><br /> Bravo à toute l'équipe d'Aubervilliers ! L'éthic étapes Eugène Hénaff vient de décrocher l'Ecolabel Européen dans la catégorie services et hébergement touristique. Il est le 7ème centre du réseau à obtenir cette certification délivrée par l'AFNOR.</em><br /> <br /> <br /> <img src='http://www.ethic-etapes.fr/images/upload/fck/rhea_avec_ecolabel.jpg' width='140' height='100' align='right' alt='' />L'Ecolabel Européen récompense les efforts de l'équipe du centre pour mettre en place une gestion de l'environnement exemplaire. Ce dernier valide non seulement une gestion respectueuse de l'environnement en matière de consommation d'eau, d'énergies et de production de déchets mais implique également la formation des salariés et la sensibilisation de tous les hôtes. <br /> <br /> <br /> Alors venez vite rencontrer notre mascotte Rhéa et soutenir notre démarche durable tout en profitant d'un hébergement confortable aux portes de Paris !<br /> <br /> <br /> <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/fck/frise_aubervilliers.jpg' width='600' height='120' alt='' /></div> <br /> > <a href='http://www.ethic-etapes.fr/les-destinations/aubervilliers_eugene_henaff.77.79.html'>Plus d'infos sur l'éthic étapes d'Aubervilliers</a><br  />",0,,0,,,,,,,,,,
"séjour cyclo le long du Canal du Midi"," <img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_narbonne_canal_du_midi.jpg' width='715' height='395' alt='' /><br /><br />Partez à la découverte à bicyclette de la région Languedoc Roussillon et du célèbre Canal du Midi avec le séjour 'quand on emmène sa reine le long du Canal du Midi'.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/quand_on_emmene_sa_reine_le_long_du_canal_du_midi.27.222.html'>le séjour cyclo proposé par l'éthic étapes de Narbonne</a><br /><br  />",2013-04-10,published,en_US,874-sjour-cyclo-le-long-du-canal-du-midi,,open,1,,,3,"<img src='http://www.ethic-etapes.fr/images/upload/fck/bandeau_narbonne_canal_du_midi.jpg' width='715' height='395' alt='' /><br /><br />Partez à la découverte à bicyclette de la région Languedoc Roussillon et du célèbre Canal du Midi avec le séjour 'quand on emmène sa reine le long du Canal du Midi'.<br /><br />> Plus d'infos sur <a href='http://www.ethic-etapes.fr/a-chacun-son-sjour/tourisme-et-decouverte/sjours-touristiques-groupes/quand_on_emmene_sa_reine_le_long_du_canal_du_midi.27.222.html'>le séjour cyclo proposé par l'éthic étapes de Narbonne</a><br /><br  />",0,,0,,,,,,,,,,
"Bravo à nos 2 gagnantes du Jeu concours Destinations nature"," éthic étapes était présent au salon des Destinations nature du 5 au 7 avril 2013 à Paris.<br />
Un grand bravo à : Mme Turpaud Isabelle qui a gagné un week-end à Saint-Malo et à Mme Vergnole Helée qui a gagné un week-end en Auvergne, à Saint-Ours-les-Roches.",2013-04-10,published,en_US,888-bravo-nos-2-gagnantes-du-jeu-concours-destinations-nature,,open,1,,,3,"éthic étapes était présent au salon des Destinations nature du 5 au 7 avril 2013 à Paris.<br />
Un grand bravo à : Mme Turpaud Isabelle qui a gagné un week-end à Saint-Malo et à Mme Vergnole Helée qui a gagné un week-end en Auvergne, à Saint-Ours-les-Roches.",0,,0,,,,,,,,,,
"Entre Seine et foret"," <div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_dammarie_les_lys.jpg' alt='' /></div><br />Au coeur de la forêt domaniale de Fontainebleau, l'éthic étapes Le Bois du Lys vous accueille dans un cadre naturel sécurisé aux portes de Paris et de Disneyland. Activités ludiques, sportives, de nature et de culture l'équipe du Bois du Lys saura vous guider dans vos séjours touristiques ou pédagogiques.<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/dammarie_les_lys_cis_le_bois_du_lys.77.1349.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Dammarie Les Lys</a><br  />",2013-04-07,published,en_US,844-entre-seine-et-foret,,open,1,,,3,"<div style='text-align: center;'><img src='http://www.ethic-etapes.fr/images/upload/portfolio_img/bandeau_dammarie_les_lys.jpg' alt='' /></div><br />Au coeur de la forêt domaniale de Fontainebleau, l'éthic étapes Le Bois du Lys vous accueille dans un cadre naturel sécurisé aux portes de Paris et de Disneyland. Activités ludiques, sportives, de nature et de culture l'équipe du Bois du Lys saura vous guider dans vos séjours touristiques ou pédagogiques.<br /><br /><a href='http://www.ethic-etapes.fr/les-destinations/dammarie_les_lys_cis_le_bois_du_lys.77.1349.html' target='_blank'>> Plus d'infos sur l'éthic étapes de Dammarie Les Lys</a><br  />",0,,0,,,,,,,,,,
